"Word","Changed","score_test"
"Lancelot","acellnot",144
"Cantrell","acellnrt",144
"reluctantly","acellnrttuy",256
"centrally","acellnrty",196
"cleanly","acellny",144
"locale","acello",100
"collapse","acellops",169
"collapses","acellopss",196
"caroller","acellorr",144
"carollers","acellorrs",169
"coveralls","acellorsv",196
"coverall","acellorv",169
"callower","acellorw",169
"locales","acellos",121
"callouses","acellossu",169
"collates","acellost",144
"callowest","acellostw",196
"coleslaw","acellosw",169
"collate","acellot",121
"scalpel","acellps",144
"scalpels","acellpss",169
"caller","acellr",100
"cellar","acellr",100
"recall","acellr",100
"callers","acellrs",121
"cellars","acellrs",121
"recalls","acellrs",121
"Carlyle","acellry",144
"clearly","acellry",144
"classless","acellssss",169
"tactlessly","acellsstty",225
"calluses","acellssu",144
"Camel","acelm",81
"camel","acelm",81
"McLean","acelmn",100
"malcontents","acelmnnostt",225
"malcontent","acelmnnott",196
"Coleman","acelmno",121
"cornmeal","acelmnor",144
"calmness","acelmnss",144
"Carmelo","acelmor",121
"Marcelo","acelmor",121
"Camelot","acelmot",121
"Marcel","acelmr",100
"calmer","acelmr",100
"musculature","acelmrstuuu",225
"camels","acelms",100
"mescal","acelms",100
"mescals","acelmss",121
"muscatels","acelmsstu",169
"calmest","acelmst",121
"muscatel","acelmstu",144
"Lance","aceln",64
"clean","aceln",64
"lance","aceln",64
"consensual","acelnnossu",169
"translucent","acelnnrsttu",196
"unclean","acelnnu",100
"volcanoes","acelnoosv",169
"Provencals","acelnoprsv",225
"Clapeyron","acelnopry",196
"corneal","acelnor",100
"larcenous","acelnorsu",144
"Coltrane","acelnort",121
"Seconal","acelnos",100
"consulates","acelnosstu",169
"consulate","acelnostu",144
"contextual","acelnottux",225
"Alcyone","acelnoy",121
"cleanups","acelnpsu",144
"cleanup","acelnpu",121
"lancer","acelnr",81
"lancers","acelnrs",100
"centrals","acelnrst",121
"central","acelnrt",100
"reluctant","acelnrttu",144
"nuclear","acelnru",100
"unclear","acelnru",100
"cravenly","acelnrvy",169
"larceny","acelnry",121
"cleans","acelns",81
"lances","acelns",81
"lancets","acelnst",100
"unlaces","acelnsu",100
"lancet","acelnt",81
"latency","acelnty",121
"unlace","acelnu",81
"corporeal","acelooprr",169
"percolators","acelooprrst",225
"percolator","acelooprrt",196
"watercolors","aceloorrstw",225
"watercolor","aceloorrtw",196
"Osceola","aceloos",100
"populaces","aceloppsu",196
"populace","aceloppu",169
"speculators","aceloprsstu",225
"pectorals","aceloprst",169
"speculator","aceloprstu",196
"pectoral","aceloprt",144
"polecats","acelopst",144
"copulates","acelopstu",169
"polecat","acelopt",121
"copulate","aceloptu",144
"copulae","acelopu",121
"coequal","aceloq",121
"coequals","aceloqs",144
"Carole","acelor",81
"Oracle","acelor",81
"oracle","acelor",81
"caroler","acelorr",100
"carolers","acelorrs",121
"carrousels","acelorrssu",169
"carrousel","acelorrsu",144
"oracles","acelors",100
"lacrosse","acelorss",121
"carousels","acelorssu",144
"carousel","acelorsu",121
"coarsely","acelorsy",144
"solace","acelos",81
"solaces","aceloss",100
"outclasses","acelossstu",169
"lactose","acelost",100
"locates","acelost",100
"acolytes","acelosty",144
"Clouseau","acelosuu",121
"alcoves","acelosv",121
"coevals","acelosv",121
"locate","acelot",81
"acolyte","aceloty",121
"alcove","acelov",100
"coeval","acelov",100
"place","acelp",81
"clapper","acelppr",144
"clappers","acelpprs",169
"carpel","acelpr",100
"parcel","acelpr",100
"placer","acelpr",100
"carpels","acelprs",121
"parcels","acelprs",121
"placers","acelprs",121
"scalper","acelprs",121
"scalpers","acelprss",144
"spectral","acelprst",144
"plectra","acelprt",121
"places","acelps",100
"capsules","acelpssu",144
"caplets","acelpst",121
"eucalyptus","acelpstuuy",225
"capsule","acelpsu",121
"upscale","acelpsu",121
"caplet","acelpt",100
"Capulet","acelptu",121
"lacquer","acelqr",121
"lacquers","acelqrs",144
"Clare","acelr",64
"clear","acelr",64
"carrel","acelrr",81
"carrels","acelrrs",100
"clears","acelrs",81
"cartels","acelrst",100
"clarets","acelrst",100
"scarlet","acelrst",100
"clatters","acelrstt",121
"secular","acelrsu",100
"cartel","acelrt",81
"claret","acelrt",81
"rectal","acelrt",81
"clatter","acelrtt",100
"Calvert","acelrtv",121
"laces","acels",64
"scale","acels",64
"scales","acelss",81
"classes","acelsss",100
"cutlasses","acelssstu",144
"castles","acelsst",100
"tactless","acelsstt",121
"clauses","acelssu",100
"castle","acelst",81
"cleats","acelst",81
"clause","acelsu",81
"calves","acelsv",100
"calyxes","acelsxy",169
"cleat","acelt",64
"cattle","aceltt",81
"acutely","aceltuy",121
"exactly","aceltxy",169
"calve","acelv",81
"Alyce","acely",81
"Lacey","acely",81
"clayey","acelyy",121
"Mace","acem",49
"acme","acem",49
"came","acem",49
"mace","acem",49
"commentators","acemmnoorstt",256
"commentator","acemmnoortt",225
"compartments","acemmnoprstt",289
"compartment","acemmnoprtt",256
"commentary","acemmnorty",225
"consummates","acemmnosstu",225
"consummate","acemmnostu",196
"mastectomy","acemmostty",225
"monstrances","acemnnorsst",196
"monstrance","acemnnorst",169
"contemporary","acemnooprrty",289
"compensatory","acemnooprsty",289
"moonscape","acemnoops",169
"moonscapes","acemnoopss",196
"Cameroon","acemnoor",121
"Cameroons","acemnoors",144
"encompass","acemnopss",169
"Cameron","acemnor",100
"romance","acemnor",100
"romances","acemnors",121
"Camoens","acemnos",100
"encamp","acemnp",100
"encamps","acemnps",121
"Carmen","acemnr",81
"Cranmer","acemnrr",100
"numeracy","acemnruy",144
"crewman","acemnrw",121
"acumen","acemnu",81
"cameo","acemo",64
"comatose","acemoost",121
"compare","acemopr",121
"compares","acemoprs",144
"compasses","acemopsss",169
"Mercator","acemorrt",121
"crematory","acemorrty",169
"scoutmasters","acemorsssttu",225
"scoutmaster","acemorssttu",196
"sycamores","acemorssy",169
"sycamore","acemorsy",144
"cameos","acemos",81
"vasectomy","acemostvy",196
"camper","acempr",100
"campers","acemprs",121
"scamper","acemprs",121
"scampers","acemprss",144
"supremacy","acemprsuy",196
"campuses","acempssu",144
"MySpace","acempsy",144
"cream","acemr",64
"creams","acemrs",81
"scream","acemrs",81
"screams","acemrss",100
"creamy","acemry",100
"Emacs","acems",64
"acmes","acems",64
"maces","acems",64
"XEmacs","acemsx",121
"acne","acen",36
"cane","acen",36
"announcers","acennnorsu",144
"announcer","acennnoru",121
"announces","acennnosu",121
"announce","acennnou",100
"conversant","acennorstv",169
"contestants","acennossttt",169
"contestant","acennosttt",144
"covenants","acennostv",144
"covenant","acennotv",121
"scanner","acennrs",81
"scanners","acennrss",100
"cannery","acennry",100
"Cannes","acenns",64
"nascent","acennst",81
"nuances","acennsu",81
"tenancy","acennty",100
"nuance","acennu",64
"canoe","aceno",49
"ocean","aceno",49
"coronae","acenoor",81
"conservators","acenoorrsstv",225
"conservator","acenoorrstv",196
"conservatory","acenoorrstvy",256
"Capone","acenop",81
"counterparts","acenoprrsttu",225
"Procrustean","acenoprrstu",196
"counterpart","acenoprrttu",196
"syncopates","acenopssty",196
"syncopate","acenopsty",169
"Capetown","acenoptw",144
"cornea","acenor",64
"Rosecrans","acenorrss",121
"Contreras","acenorrst",121
"raconteurs","acenorrstu",144
"Torrance","acenorrt",100
"raconteur","acenorrtu",121
"careworn","acenorrw",121
"coarsen","acenors",81
"corneas","acenors",81
"coarsens","acenorss",100
"raucousness","acenorsssuu",169
"ancestors","acenorsst",121
"courtesans","acenorsstu",144
"ancestor","acenorst",100
"courtesan","acenorstu",121
"cavernous","acenorsuv",144
"Vancouver","acenoruvv",169
"canoes","acenos",64
"oceans","acenos",64
"Oceanus","acenosu",81
"octane","acenot",64
"pecan","acenp",64
"prance","acenpr",81
"prancer","acenprr",100
"prancers","acenprrs",121
"carpentry","acenprrty",169
"prances","acenprs",100
"pursuance","acenprsuu",144
"pecans","acenps",81
"punctuates","acenpsttuu",169
"punctuate","acenpttuu",144
"Crane","acenr",49
"crane","acenr",49
"nacre","acenr",49
"cranes","acenrs",64
"crassness","acenrssss",121
"canters","acenrst",81
"recants","acenrst",81
"scanter","acenrst",81
"trances","acenrst",81
"truncates","acenrsttu",121
"Etruscan","acenrstu",100
"centaurs","acenrstu",100
"Centaurus","acenrstuu",121
"ancestry","acenrsty",121
"caverns","acenrsv",100
"cravens","acenrsv",100
"Cretan","acenrt",64
"canter","acenrt",64
"nectar","acenrt",64
"recant","acenrt",64
"trance","acenrt",64
"truncate","acenrttu",100
"centaur","acenrtu",81
"cavern","acenrv",81
"craven","acenrv",81
"Carney","acenry",81
"canes","acens",49
"Cessna","acenss",64
"newscasts","acenssstw",144
"ascents","acensst",81
"stances","acensst",81
"scantest","acensstt",100
"newscast","acensstw",121
"ascent","acenst",64
"enacts","acenst",64
"stance","acenst",64
"enact","acent",49
"Canute","acentu",64
"Vance","acenv",64
"corporate","aceooprrt",144
"overcoats","aceoorstv",144
"overcoat","aceoortv",121
"sportscasters","aceoprrsssstt",256
"sportscaster","aceoprrssstt",225
"spectators","aceoprsstt",169
"spectator","aceoprstt",144
"Capote","aceopt",81
"Zapotec","aceoptz",144
"coarser","aceorrs",81
"carousers","aceorrssu",121
"creators","aceorrst",100
"reactors","aceorrst",100
"extractors","aceorrsttx",196
"carouser","aceorrsu",100
"Creator","aceorrt",81
"creator","aceorrt",81
"reactor","aceorrt",81
"extractor","aceorrttx",169
"coarse","aceors",64
"Socrates","aceorsst",100
"coarsest","aceorsst",100
"coasters","aceorsst",100
"overcasts","aceorsstv",144
"carouses","aceorssu",100
"coaster","aceorst",81
"overacts","aceorstv",121
"overcast","aceorstv",121
"carouse","aceorsu",81
"overact","aceortv",100
"Cousteau","aceostuu",100
"octaves","aceostv",100
"coaxes","aceosx",100
"octave","aceotv",81
"Texaco","aceotx",100
"Pace","acep",49
"cape","acep",49
"pace","acep",49
"caper","acepr",64
"crape","acepr",64
"recap","acepr",64
"scraper","aceprrs",100
"scrapers","aceprrss",121
"capers","aceprs",81
"crapes","aceprs",81
"parsec","aceprs",81
"recaps","aceprs",81
"scrape","aceprs",81
"parsecs","aceprss",100
"scrapes","aceprss",100
"carpets","aceprst",100
"spectra","aceprst",100
"captures","aceprstu",121
"carpet","aceprt",81
"capture","aceprtu",100
"capes","aceps",64
"paces","aceps",64
"space","aceps",64
"spaces","acepss",81
"aspects","acepsst",100
"typecasts","acepsstty",169
"aspect","acepst",81
"typecast","acepstty",144
"teacups","acepstu",100
"spacey","acepsy",100
"Capet","acept",64
"teacup","aceptu",81
"racquets","aceqrst",121
"racquet","aceqrt",100
"acre","acer",36
"care","acer",36
"race","acer",36
"racer","acerr",49
"racers","acerrs",64
"crasser","acerrss",81
"craters","acerrst",81
"tracers","acerrst",81
"retracts","acerrstt",100
"curvatures","acerrstuuv",169
"carvers","acerrsv",100
"Carter","acerrt",64
"Crater","acerrt",64
"crater","acerrt",64
"tracer","acerrt",64
"retract","acerrtt",81
"curvature","acerrtuuv",144
"tracery","acerrty",100
"Veracruz","acerruvz",169
"Carver","acerrv",81
"carver","acerrv",81
"Cesar","acers",49
"acres","acers",49
"cares","acers",49
"races","acers",49
"scare","acers",49
"caress","acerss",64
"scares","acerss",64
"crassest","acerssst",100
"actress","acersst",81
"casters","acersst",81
"recasts","acersst",81
"scatters","acersstt",100
"saucers","acerssu",81
"Syracuse","acerssuy",121
"scarves","acerssv",100
"carets","acerst",64
"caster","acerst",64
"caters","acerst",64
"crates","acerst",64
"reacts","acerst",64
"recast","acerst",64
"traces","acerst",64
"scatter","acerstt",81
"extracts","acersttx",144
"curates","acerstu",81
"saucer","acersu",64
"carves","acersv",81
"craves","acersv",81
"crazes","acersz",100
"caret","acert",49
"cater","acert",49
"crate","acert",49
"react","acert",49
"recta","acert",49
"trace","acert",49
"extract","acerttx",121
"acuter","acertu",64
"curate","acertu",64
"Tracey","acerty",81
"carve","acerv",64
"crave","acerv",64
"Carey","acery",64
"craze","acerz",81
"Case","aces",36
"aces","aces",36
"case","aces",36
"cases","acess",49
"castes","acesst",64
"ecstasy","acessty",100
"causes","acessu",64
"sauces","acessu",64
"caste","acest",49
"acutest","acesttu",81
"acutes","acestu",64
"exacts","acestx",100
"Stacey","acesty",81
"Aztecs","acestz",100
"cause","acesu",49
"sauce","acesu",49
"caves","acesv",64
"Casey","acesy",64
"acute","acetu",49
"exact","acetx",81
"Aztec","acetz",81
"cave","acev",49
"chaffing","acffghin",169
"officiating","acffgiiinot",225
"trafficking","acffgiiknrt",289
"afflicting","acffgiilnt",225
"suffocating","acffginostu",225
"chaff","acffh",100
"chaffs","acffhs",121
"fortifications","acffiiinoorstt",324
"fortification","acffiiinoortt",289
"unofficially","acffiillnouy",361
"officially","acffiilloy",289
"afflictions","acffiilnost",256
"affliction","acffiilnot",225
"unofficial","acffiilnou",225
"official","acffiilo",169
"officials","acffiilos",196
"fancifully","acffillnuy",289
"fanciful","acffilnu",169
"afflicts","acffilst",169
"afflict","acffilt",144
"suffocation","acffinoostu",225
"traffics","acffirst",144
"traffic","acffirt",121
"scofflaws","acfflossw",225
"scofflaw","acfflosw",196
"castoffs","acffosst",144
"castoff","acffost",121
"Acuff","acffu",81
"franchising","acfghiinnrs",225
"chafing","acfghin",121
"vouchsafing","acfghinosuv",256
"insignificantly","acfgiiiilnnnsty",400
"fictionalizing","acfgiiiilnnotz",400
"insignificant","acfgiiiinnnst",256
"significations","acfgiiiinnosst",289
"signification","acfgiiiinnost",256
"significantly","acfgiiilnnsty",324
"glorification","acfgiiilnoort",289
"pontificating","acfgiiinnoptt",289
"significant","acfgiiinnst",196
"jackknifing","acfgiijkknn",400
"malfunctioning","acfgiilmnnnotu",361
"clarifying","acfgiilnry",225
"classifying","acfgiilnssy",256
"financing","acfgiinnn",144
"configurations","acfgiinnoorstu",289
"configuration","acfgiinnoortu",256
"fornicating","acfgiinnort",196
"sanctifying","acfgiinnsty",225
"factorizing","acfgiinortz",256
"pacifying","acfgiinpy",196
"scarifying","acfgiinrsy",196
"fluctuating","acfgilnttuu",225
"profligacy","acfgilopry",256
"facing","acfgin",81
"fancying","acfginny",144
"factoring","acfginort",144
"fracturing","acfginrrtu",169
"scarfing","acfginrs",121
"surfacing","acfginrsu",144
"crafting","acfginrt",121
"facings","acfgins",100
"chairlifts","acfhiilrst",225
"chairlift","acfhiilrt",196
"crawfish","acfhirsw",169
"crayfish","acfhirsy",169
"fuchsias","acfhissu",144
"catfish","acfhist",121
"fuchsia","acfhisu",121
"Schwarzkopf","acfhkoprswz",441
"watchfully","acfhlltuwy",324
"watchful","acfhltuw",196
"Ashcroft","acfhorst",144
"simplifications","acfiiiilmnopsst",441
"simplification","acfiiiilmnopst",400
"vilification","acfiiiilnotv",289
"justifications","acfiiijnossttu",361
"justification","acfiiijnosttu",324
"mollification","acfiiillmnoot",361
"nullification","acfiiillnnotu",324
"stultification","acfiiilnostttu",324
"mummification","acfiiimmmnotu",361
"mortification","acfiiimnoortt",289
"mystification","acfiiimnostty",324
"notifications","acfiiinnoostt",256
"notification","acfiiinnoott",225
"unification","acfiiinnotu",196
"ossification","acfiiinoosst",225
"purification","acfiiinoprtu",256
"Fitzpatrick","acfiikprttz",361
"prolifically","acfiilllopry",400
"functionality","acfiilnnottuy",324
"pontifical","acfiilnopt",225
"fictional","acfiilnot",169
"facility","acfiilty",169
"confirmations","acfiimnnoorst",289
"confirmation","acfiimnnoort",256
"pacifism","acfiimps",169
"fornication","acfiinnoort",196
"infractions","acfiinnorst",196
"infarction","acfiinnort",169
"infraction","acfiinnort",169
"factitious","acfiiosttu",169
"pacifists","acfiipsst",169
"pacifist","acfiipst",144
"calfskin","acfiklns",196
"calif","acfil",81
"functionally","acfillnnotuy",324
"fiscally","acfillsy",196
"malfunctions","acfilmnnostu",289
"malfunction","acfilmnnotu",256
"formulaic","acfilmoru",196
"functional","acfilnnotu",196
"fluctuations","acfilnosttuu",256
"fluctuation","acfilnottuu",225
"flippancy","acfilnppy",256
"funiculars","acfilnrsuu",196
"funicular","acfilnruu",169
"fancily","acfilny",144
"trifocals","acfilorst",169
"fractiously","acfilorstuy",256
"craftily","acfilrty",169
"clarify","acfilry",144
"califs","acfils",100
"fiscal","acfils",100
"fiscals","acfilss",121
"classify","acfilssy",169
"conformations","acfimnnooorst",289
"conformation","acfimnnooort",256
"confirmatory","acfimnoorrty",289
"Formica","acfimor",121
"Formicas","acfimors",144
"fascism","acfimss",121
"confrontations","acfinnnooorstt",289
"confrontation","acfinnnooortt",256
"functionary","acfinnortuy",225
"infancy","acfinny",121
"Francois","acfinors",121
"fractions","acfinorst",144
"fraction","acfinort",121
"factions","acfinost",121
"faction","acfinot",100
"Francis","acfinrs",100
"frantic","acfinrt",100
"sanctify","acfinsty",144
"fractious","acfiorstu",144
"fiasco","acfios",81
"fiascos","acfioss",100
"pacify","acfipy",121
"scarify","acfirsy",121
"fascists","acfissst",121
"fascist","acfisst",100
"flack","acfkl",121
"flacks","acfkls",144
"sackfuls","acfklssu",196
"sackful","acfklsu",169
"Franck","acfknr",121
"calf","acfl",64
"tactfully","acfllttuy",225
"falcon","acflno",100
"falconry","acflnory",169
"falcons","acflnos",121
"focal","acflo",81
"foolscap","acfloops",169
"colorfast","acfloorst",169
"olfactory","acfloorty",196
"scrofula","acflorsu",144
"Foucault","acflotuu",144
"Colfax","acflox",144
"fulcra","acflru",100
"calfs","acfls",81
"tactful","acflttu",121
"faculty","acfltuy",144
"factotums","acfmosttu",169
"factotum","acfmottu",144
"Franco","acfnor",81
"franc","acfnr",64
"francs","acfnrs",81
"fancy","acfny",81
"factors","acforst",100
"factor","acfort",81
"factory","acforty",121
"scarf","acfrs",64
"scarfs","acfrss",81
"crafts","acfrst",81
"Craft","acfrt",64
"craft","acfrt",64
"crafty","acfrty",100
"facts","acfst",64
"fact","acft",49
"highjacking","acgghhiijkn",361
"shortchanging","acgghhinnorst",289
"chagrinning","acgghiinnnr",196
"chagrining","acgghiinnr",169
"laughingstocks","acgghiklnosstu",400
"laughingstock","acgghiklnostu",361
"changing","acgghinn",121
"unchanging","acgghinnnu",169
"Chittagong","acgghinott",169
"charging","acgghinr",121
